Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|ED|Consolidated Edison, Inc. Common Stock|N| |N|100|N||ED|ED|N
Y|EDAP|EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share|Q|G|N|100|N|N||EDAP|N
Y|EDBI|Legg Mason Emerging Markets Diversified Core ETF|Q|G|Y|100|N|N||EDBI|N
Y|EDC|Direxion Emerging Markets Bull 3X Shares|P| |Y|100|N||EDC|EDC|N
Y|EDD|Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock|N| |N|100|N||EDD|EDD|N
Y|EDEN|Ishares MSCI Denmark Capped ETF|Z| |Y|100|N||EDEN|EDEN|N
Y|EDF|Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest|N| |N|100|N||EDF|EDF|N
Y|EDGE|Edge Therapeutics, Inc. - Common Stock|Q|Q|N|100|N|N||EDGE|N
Y|EDGW|Edgewater Technology, Inc. - Common Stock|Q|G|N|100|N|N||EDGW|N
Y|EDI|Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests|N| |N|100|N||EDI|EDI|N
Y|EDIT|Editas Medicine, Inc. - Common Stock|Q|Q|N|100|N|N||EDIT|N
Y|EDIV|SPDR S&P Emerging Markets Dividend ETF|P| |Y|100|N||EDIV|EDIV|N
Y|EDN|Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares|N| |N|100|N||EDN|EDN|N
Y|EDOG|ALPS Emerging Sector Dividend Dogs ETF|P| |Y|100|N||EDOG|EDOG|N
Y|EDOM|WisdomTree Europe Domestic Economy Fund|Z| |Y|100|N||EDOM|EDOM|N
Y|EDR|Education Realty Trust, Inc. Common Stock|N| |N|100|N||EDR|EDR|N
Y|EDU|New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)|N| |N|100|N||EDU|EDU|N
Y|EDUC|Educational Development Corporation - Common Stock|Q|G|N|100|N|N||EDUC|N
Y|EDV|Vanguard Extended Duration Treasury ETF|P| |Y|100|N||EDV|EDV|N
Y|EDZ|Direxion Emerging Markets Bear 3X Shares|P| |Y|100|N||EDZ|EDZ|N
Y|EE|El Paso Electric Company Common Stock|N| |N|100|N||EE|EE|N
Y|EEA|The European Equity Fund, Inc. Common Stock|N| |N|100|N||EEA|EEA|N
Y|EEB|Guggenheim BRIC ETF|P| |Y|100|N||EEB|EEB|N
Y|EEFT|Euronet Worldwide, Inc. - Common Stock|Q|Q|N|100|N|N||EEFT|N
Y|EEH|Aktiebolaget Svensk Exportkredit (Swed Ex Cred Corp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due August 8, 2022, Medium-Term Notes, Series D|P| |N|100|N||EEH|EEH|N
Y|EEI|Ecology and Environment, Inc. - Class A Common Stock|Q|G|N|100|N|N||EEI|N
Y|EELV|PowerShares S&P Emerging Markets Low Volatility Portfolio|P| |Y|100|N||EELV|EELV|N
Y|EEM|iShares MSCI Emerging Index Fund|P| |Y|100|N||EEM|EEM|N
Y|EEMA|iShares MSCI Emerging Markets Asia Index Fund|Q|G|Y|100|N|N||EEMA|N
Y|EEMO|PowerShares S&P Emerging Markets Momentum Portfolio|P| |Y|100|N||EEMO|EEMO|N
Y|EEMS|Ishares MSCI Emerging Markets Small Cap Index Fund|P| |Y|100|N||EEMS|EEMS|N
Y|EEMV|iShares Edge MSCI Min Vol Emerging Markets ETF|P| |Y|100|N||EEMV|EEMV|N
Y|EEMX|SPDR MSCI Emerging Markets Fuel Reserves Free ETF|P| |Y|100|N||EEMX|EEMX|N
Y|EEP|Enbridge Energy, L.P. Class A Common Units|N| |N|100|N||EEP|EEP|N
Y|EEQ|Enbridge Energy Management LLC Shares repstg limited liability company interests|N| |N|100|N||EEQ|EEQ|N
Y|EES|WisdomTree SmallCap Earnings Fund|P| |Y|100|N||EES|EES|N
Y|EET|ProShares Ultra MSCI Emerging Markets|P| |Y|100|N||EET|EET|N
Y|EEV|ProShares UltraShort MSCI Emerging Markets|P| |Y|100|N||EEV|EEV|N
Y|EEX|Emerald Expositions Events, Inc. Common Stock|N| |N|100|N||EEX|EEX|N
Y|EFA|iShares MSCI EAFE ETF|P| |Y|100|N||EFA|EFA|N
Y|EFAD|ProShares Trust ProShares MSCI EAFE Dividend Growers ETF|Z| |Y|100|N||EFAD|EFAD|N
Y|EFAS|Global X MSCI SuperDividend EAFE ETF|Q|G|Y|100|N|N||EFAS|N
Y|EFAV|iShares Edge MSCI Min Vol EAFE ETF|P| |Y|100|N||EFAV|EFAV|N
Y|EFAX|SPDR MSCI EAFE Fossil Fuel Reserves Free ETF|P| |Y|100|N||EFAX|EFAX|N
Y|EFC|Ellington Financial LLC Common Shares representing Limitied Liability Company Interests, no par valu|N| |N|100|N||EFC|EFC|N
Y|EFF|Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest|N| |N|100|N||EFF|EFF|N
Y|EFFE|Global X JPMorgan Efficiente Index ETF|P| |Y|100|N||EFFE|EFFE|N
Y|EFG|iShares MSCI EAFE Growth ETF|P| |Y|100|N||EFG|EFG|N
Y|EFII|Electronics for Imaging, Inc. - Common Stock|Q|Q|N|100|N|N||EFII|N
Y|EFNL|Ishares MSCI Finland Capped ETF|Z| |Y|100|N||EFNL|EFNL|N
Y|EFO|ProShares Ultra MSCI EAFE|P| |Y|100|N||EFO|EFO|N
Y|EFOI|Energy Focus, Inc. - Common Stock|Q|S|N|100|N|N||EFOI|N
Y|EFR|Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest|N| |N|100|N||EFR|EFR|N
Y|EFSC|Enterprise Financial Services Corporation - Common Stock|Q|Q|N|100|N|N||EFSC|N
Y|EFT|Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest|N| |N|100|N||EFT|EFT|N
Y|EFU|ProShares UltraShort MSCI EAFE|P| |Y|100|N||EFU|EFU|N
Y|EFV|iShares MSCI EAFE Value ETF|P| |Y|100|N||EFV|EFV|N
Y|EFX|Equifax, Inc. Common Stock|N| |N|100|N||EFX|EFX|N
Y|EFZ|ProShares Short MSCI EAFE|P| |Y|100|N||EFZ|EFZ|N
Y|EGAN|eGain Corporation - Common Stock|Q|S|N|100|N|N||EGAN|N
Y|EGAS|Gas Natural Inc. Common Stock (OH)|A| |N|100|N||EGAS|EGAS|N
Y|EGBN|Eagle Bancorp, Inc. - Common Stock|Q|S|N|100|N|N||EGBN|N
Y|EGF|Blackrock Enhanced Government Fund, Inc. Common Stock|N| |N|100|N||EGF|EGF|N
Y|EGHT|8x8 Inc - Common Stock|Q|Q|N|100|N|N||EGHT|N
Y|EGI|Entree Resources Ltd. Common Stock|A| |N|100|N||EGI|EGI|N
Y|EGIF|Eagle Growth and Income Opportunities Fund Common Shares of Beneficial Interest|N| |N|100|N||EGIF|EGIF|N
Y|EGL|Engility Holdings, Inc. Common Stock|N| |N|100|N||EGL|EGL|N
Y|EGLE|Eagle Bulk Shipping Inc. - Common Stock|Q|Q|N|100|N|N||EGLE|N
Y|EGLT|Egalet Corporation - Common Stock|Q|G|N|100|N|N||EGLT|N
Y|EGN|Energen Corporation Common Stock|N| |N|100|N||EGN|EGN|N
Y|EGO|Eldorado Gold Corporation Ordinary Shares|N| |N|100|N||EGO|EGO|N
Y|EGOV|NIC Inc. - Common Stock|Q|Q|N|100|N|N||EGOV|N
Y|EGP|EastGroup Properties, Inc. Common Stock|N| |N|100|N||EGP|EGP|N
Y|EGPT|VanEck Vectors Egypt Index ETF|P| |Y|100|N||EGPT|EGPT|N
Y|EGRX|Eagle Pharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||EGRX|N
Y|EGT|Entertainment Gaming Asia Incorporated - Common Stock|Q|S|N|100|N|N||EGT|N
Y|EGY|Vaalco Energy Inc Common Stock|N| |N|100|N||EGY|EGY|N
Y|EHI|Western Asset Global High Income Fund Inc Common Stock|N| |N|100|N||EHI|EHI|N
Y|EHIC|eHi Car Services Limited American Depositary Shares|N| |N|100|N||EHIC|EHIC|N
Y|EHT|Eaton Vance High Income 2021 Target Term Trust Common Shares of Beneficial Interest|N| |N|100|N||EHT|EHT|N
Y|EHTH|eHealth, Inc. - Common Stock|Q|Q|N|100|N|N||EHTH|N
Y|EIA|Eaton Vance California Municipal Bond Fund II Common Shares of Beneficial Interest, $.01 par value|A| |N|100|N||EIA|EIA|N
Y|EIDO|iShares MSCI Indonesia ETF|P| |Y|100|N||EIDO|EIDO|N
Y|EIG|Employers Holdings Inc Common Stock|N| |N|100|N||EIG|EIG|N
Y|EIGI|Endurance International Group Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||EIGI|N
Y|EIGR|Eiger BioPharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||EIGR|N
Y|EIM|Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value|A| |N|100|N||EIM|EIM|N
Y|EIO|Eaton Vance Ohio Municipal Bond Fund Common Shared of Befeficial Interest, $.01 par value|A| |N|100|N||EIO|EIO|N
Y|EIP|Eaton Vance Pennsylvania Municipal Bond Fund Common Shares of Befeficial Interest, $.01 par value|A| |N|100|N||EIP|EIP|N
Y|EIRL|iShares MSCI Ireland Capped ETF|P| |Y|100|N||EIRL|EIRL|N
Y|EIS|iShares MSCI Israel Capped Investable Market Index Fund|P| |Y|100|N||EIS|EIS|N
Y|EIV|Eaton Vance Municipal Bond Fund II Common Shares of Beneficial Interest, $.01 Par Value|A| |N|100|N||EIV|EIV|N
Y|EIX|Edison International Common Stock|N| |N|100|N||EIX|EIX|N
Y|EKSO|Ekso Bionics Holdings, Inc. - Common Stock|Q|S|N|100|N|N||EKSO|N
Y|EL|Estee Lauder Companies, Inc. (The) Common Stock|N| |N|100|N||EL|EL|N
Y|ELC|Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066|N| |N|100|N||ELC|ELC|N
Y|ELD|WisdomTree Emerging Markets Local Debt Fund|P| |Y|100|N||ELD|ELD|N
Y|ELEC|Electrum Special Acquisition Corporation - Ordinary Shares|Q|S|N|100|N|N||ELEC|N
Y|ELECU|Electrum Special Acquisition Corporation - Unit|Q|S|N|100|N|N||ELECU|N
Y|ELECW|Electrum Special Acquisition Corporation - Warrants|Q|S|N|100|N|N||ELECW|N
Y|ELF|e.l.f. Beauty, Inc. Common Stock|N| |N|100|N||ELF|ELF|N
Y|ELGX|Endologix, Inc. - Common Stock|Q|Q|N|100|N|N||ELGX|N
Y|ELJ|Entergy Louisiana, Inc. First Mortgage Bonds, 5.25% Series due July 1, 2052|N| |N|100|N||ELJ|ELJ|N
Y|ELLI|Ellie Mae, Inc. Common Stock|N| |N|100|N||ELLI|ELLI|N
Y|ELLO|Ellomay Capital Ltd Ordinary Shares (Israel)|A| |N|100|N||ELLO|ELLO|N
Y|ELMD|Electromed, Inc. Common Stock|A| |N|100|N||ELMD|ELMD|N
Y|ELON|Echelon Corporation - Common Stock|Q|Q|N|100|N|N||ELON|N
Y|ELOS|Syneron Medical Ltd. - Ordinary Shares|Q|Q|N|100|N|N||ELOS|N
Y|ELP|Companhia Paranaense de Energia (COPEL) Common Stock|N| |N|100|N||ELP|ELP|N
Y|ELS|Equity Lifestyle Properties, Inc. Common Stock|N| |N|100|N||ELS|ELS|N
Y|ELS$C|Equity Lifestyle Properties, Inc. Depositary Shares each representing 1/100th of a share of 6.75% Series C Cumulative Redeemable Perpetual Preferred Stock|N| |N|100|N||ELSpC|ELS-C|N
Y|ELSE|Electro-Sensors, Inc. - Common Stock|Q|S|N|100|N|N||ELSE|N
Y|ELTK|Eltek Ltd. - Ordinary Shares|Q|S|N|100|N|D||ELTK|N
Y|ELU|Entergy Louisiana, Inc. First Mortgage Bonds, 4.70% Series due June 1, 2063|N| |N|100|N||ELU|ELU|N
Y|ELVT|Elevate Credit, Inc. Common Stock|N| |N|100|N||ELVT|ELVT|N
Y|ELY|Callaway Golf Company Common Stock|N| |N|100|N||ELY|ELY|N
Y|EMAG|VanEck Vectors Emerging Markets Aggregate Bond ETF|P| |Y|100|N||EMAG|EMAG|N
Y|EMAN|eMagin Corporation Common Stock|A| |N|100|N||EMAN|EMAN|N
Y|EMB|iShares J,P. Morgan USD Emerging Markets Bond ETF|P| |Y|100|N||EMB|EMB|N
Y|EMBH|iShares Interest Rate Hedged Emerging Markets Bond ETF|P| |Y|100|N||EMBH|EMBH|N
Y|EMCB|WisdomTree Emerging Markets Corporate Bond Fund|Q|G|Y|100|N|N||EMCB|N
Y|EMCF|Emclaire Financial Corp - Common Stock|Q|S|N|100|N|N||EMCF|N
Y|EMCG|WisdomTree Emerging Markets Consumer Growth Fund|Q|G|Y|100|N|N||EMCG|N
Y|EMCI|EMC Insurance Group Inc. - Common Stock|Q|Q|N|100|N|N||EMCI|N
Y|EMCR|Columbia Emerging Markets CORE ETF|P| |Y|100|N||EMCR|EMCR|N
Y|EMD|Western Asset Emerging Markets Debt Fund Inc Common Stock|N| |N|100|N||EMD|EMD|N
Y|EMDD|Columbia EM Strategic Opportunities ETF|P| |Y|100|N||EMDD|EMDD|N
Y|EMDV|ProShares MSCI Emerging Markets Dividend Growers ETF|Z| |Y|100|N||EMDV|EMDV|N
Y|EME|EMCOR Group, Inc. Common Stock|N| |N|100|N||EME|EME|N
Y|EMES|Emerge Energy Services LP Common Units representing Limited Partner Interests|N| |N|100|N||EMES|EMES|N
Y|EMF|Templeton Emerging Markets Fund Common Stock|N| |N|100|N||EMF|EMF|N
Y|EMFM|Global X Next Emerging & Frontier ETF|P| |Y|100|N||EMFM|EMFM|N
Y|EMGF|iShares Edge MSCI Multifactor Emerging Markets ETF|Z| |Y|100|N||EMGF|EMGF|N
Y|EMHY|iShares Emerging Markets High Yield Bond ETF|Z| |Y|100|N||EMHY|EMHY|N
Y|EMI|Eaton Vance Michigan Municipal Income Trust Shares of Beneficial Interest|A| |N|100|N||EMI|EMI|N
Y|EMIF|iShares S&P Emerging Markets Infrastructure Index Fund|Q|G|Y|100|N|N||EMIF|N
Y|EMIH|Deutsche X-trackers Emerging Markets Bond - Interest Rate Hedged ETF|Z| |Y|100|N||EMIH|EMIH|N
Y|EMITF|Elbit Imaging Ltd. - Ordinary Shares|Q|Q|N|100|N|E||EMITF|N
Y|EMJ|Eaton Vance New Jersey Municipal Bond Fund Common Shres of Beneficial Interest, $.01 par value|A| |N|100|N||EMJ|EMJ|N
Y|EMKR|EMCORE Corporation - Common Stock|Q|G|N|100|N|N||EMKR|N
Y|EML|Eastern Company (The) - Common Stock|Q|G|N|100|N|N||EML|N
Y|EMLB|iPath Long Enhanced MSCI Emerging Markets Index ETN|P| |N|100|N||EMLB|EMLB|N
Y|EMLC|VanEck Vectors J.P. Morgan EM Local Currency Bond ETF|P| |Y|100|N||EMLC|EMLC|N
Y|EMLP|First Trust North American Energy Infrastructure Fund|P| |Y|100|N||EMLP|EMLP|N
Y|EMMS|Emmis Communications Corporation - Class A Common Stock|Q|Q|N|100|N|N||EMMS|N
Y|EMN|Eastman Chemical Company Common Stock|N| |N|100|N||EMN|EMN|N
Y|EMO|ClearBridge Energy MLP Opportunity Fund Inc. Common Stock|N| |N|100|N||EMO|EMO|N
Y|EMP|Entergy Mississippi, Inc. First Mortgage Bonds, 4.90% Series Due October 1, 2066|N| |N|100|N||EMP|EMP|N
Y|EMQQ|Emerging Markets Internet and Ecommerce ETF (The)|P| |Y|100|N||EMQQ|EMQQ|N
Y|EMR|Emerson Electric Company Common Stock|N| |N|100|N||EMR|EMR|N
Y|EMSD|WisdomTree Strong Dollar Emerging Markets Equity Fund|Z| |Y|100|N||EMSD|EMSD|N
Y|EMSH|ProShares Short Term USD Emerging Markets Bond ETF|Z| |Y|100|N||EMSH|EMSH|N
Y|EMTL|SPDR DoubleLine Emerging Markets Fixed Income ETF|Z| |Y|100|N||EMTL|EMTL|N
Y|EMX|Eurasian Minerals Inc Common Shares (Canada)|A| |N|100|N||EMX|EMX|N
Y|ENB|Enbridge Inc Common Stock|N| |N|100|N||ENB|ENB|N
Y|ENBL|Enable Midstream Partners, LP Common Units representing limited partner interests|N| |N|100|N||ENBL|ENBL|N
Y|ENDP|Endo International plc - Ordinary Shares|Q|Q|N|100|N|N||ENDP|N
Y|ENFC|Entegra Financial Corp. - Common Stock|Q|G|N|100|N|N||ENFC|N
Y|ENFR|Alerian Energy Infrastructure ETF|P| |Y|100|N||ENFR|ENFR|N
Y|ENG|ENGlobal Corporation - Common Stock|Q|S|N|100|N|N||ENG|N
Y|ENH$C|Endurance Specialty Holdings Ltd Depositary Shares, each Representing a 1/1000th Interest in a Share of 6.350% Non-Cumulative Preferred Shares, Series C, $1.00 par value|N| |N|100|N||ENHpC|ENH-C|N
Y|ENIA|Enel Americas S.A. American Depositary Shares|N| |N|100|N||ENIA|ENIA|N
Y|ENIC|Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)|N| |N|100|N||ENIC|ENIC|N
Y|ENJ|Entergy New Orleans, Inc. First Mortgage Bonds, 5.0% Series due December 1, 2052|N| |N|100|N||ENJ|ENJ|N
Y|ENLC|EnLink Midstream, LLC Common Units representing Limited Partner Interests|N| |N|100|N||ENLC|ENLC|N
Y|ENLK|EnLink Midstream Partners, LP Common Units Representing Limited Partnership Interests|N| |N|100|N||ENLK|ENLK|N
Y|ENO|Entergy New Orleans, Inc. First Mortgage Bonds, 5.50% Series due April 1, 2066|N| |N|100|N||ENO|ENO|N
Y|ENOC|EnerNOC, Inc. - Common Stock|Q|Q|N|100|N|N||ENOC|N
Y|ENOR|Ishares MSCI Norway Capped ETF|Z| |Y|100|N||ENOR|ENOR|N
Y|ENPH|Enphase Energy, Inc. - Common Stock|Q|G|N|100|N|N||ENPH|N
Y|ENR|Energizer Holdings, Inc. Common Stock|N| |N|100|N||ENR|ENR|N
Y|ENRJ|EnerJex Resources, Inc. (NEW) Common Stock|A| |N|100|N||ENRJ|ENRJ|N
Y|ENS|Enersys Common Stock|N| |N|100|N||ENS|ENS|N
Y|ENSG|The Ensign Group, Inc. - Common Stock|Q|Q|N|100|N|N||ENSG|N
Y|ENSV|Enservco Corporation Common Stock|A| |N|100|N||ENSV|ENSV|N
Y|ENT|Global Eagle Entertainment Inc. - Common Stock|Q|S|N|100|N|E||ENT|N
Y|ENTA|Enanta Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||ENTA|N
Y|ENTG|Entegris, Inc. - Common Stock|Q|Q|N|100|N|N||ENTG|N
Y|ENTL|Entellus Medical, Inc. - Common Stock|Q|G|N|100|N|N||ENTL|N
Y|ENV|Envestnet, Inc Common Stock|N| |N|100|N||ENV|ENV|N
Y|ENVA|Enova International, Inc. Common Stock|N| |N|100|N||ENVA|ENVA|N
Y|ENX|Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value|A| |N|100|N||ENX|ENX|N
Y|ENY|Guggenheim Canadian Energy Income ETF|P| |Y|100|N||ENY|ENY|N
Y|ENZ|Enzo Biochem, Inc. Common Stock ($0.01 Par Value)|N| |N|100|N||ENZ|ENZ|N
Y|ENZL|iShares MSCI New Zealand Capped ETF|Q|G|Y|100|N|N||ENZL|N
Y|ENZY|Enzymotec Ltd. - Ordinary Shares|Q|Q|N|100|N|N||ENZY|N
Y|EOCC|Enel Generacion Chile S.A. American Depositary Shares (Each representing 30 shares of Common Stock)|N| |N|100|N||EOCC|EOCC|N
Y|EOD|Wells Fargo Global Dividend Opportunity Fund|N| |N|100|N||EOD|EOD|N
Y|EOG|EOG Resources, Inc. Common Stock|N| |N|100|N||EOG|EOG|N
Y|EOI|Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest|N| |N|100|N||EOI|EOI|N
Y|EOS|Eaton Vance Enhance Equity Income Fund II Common Stock|N| |N|100|N||EOS|EOS|N
Y|EOT|Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST|N| |N|100|N||EOT|EOT|N
Y|EP$C|El Paso Corporation Preferred Stock|N| |N|100|N||EPpC|EP-C|N
Y|EPAM|EPAM Systems, Inc. Common Stock|N| |N|100|N||EPAM|EPAM|N
Y|EPAY|Bottomline Technologies, Inc. - Common Stock|Q|Q|N|100|N|N||EPAY|N
Y|EPC|Edgewell Personal Care Company Common Stock|N| |N|100|N||EPC|EPC|N
Y|EPD|Enterprise Products Partners L.P. Common Stock|N| |N|100|N||EPD|EPD|N
Y|EPE|EP Energy Corporation Class A Common Stock|N| |N|100|N||EPE|EPE|N
Y|EPHE|iShares MSCI Philippines ETF|P| |Y|100|N||EPHE|EPHE|N
Y|EPI|WisdomTree India Earnings Fund|P| |Y|100|N||EPI|EPI|N
Y|EPIX|ESSA Pharma Inc. - Common Stock|Q|S|N|100|N|N||EPIX|N
Y|EPM|Evolution Petroleum Corporation, Inc. Common Stock|A| |N|100|N||EPM|EPM|N
Y|EPOL|iShares MSCI Poland Capped ETF|P| |Y|100|N||EPOL|EPOL|N
Y|EPP|iShares MSCI Pacific Ex-Japan Index Fund|P| |Y|100|N||EPP|EPP|N
Y|EPR|EPR Properties Common Stock|N| |N|100|N||EPR|EPR|N
Y|EPR$C|EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares|N| |N|100|N||EPRpC|EPR-C|N
Y|EPR$E|EPR Properties Series E Cumulative Conv Pfd Shs Ser E|N| |N|100|N||EPRpE|EPR-E|N
Y|EPR$F|EPR Properties Pfd Ser F|N| |N|100|N||EPRpF|EPR-F|N
Y|EPRF|Elkhorn S&P High Quality Preferred ETF|Z| |Y|100|N||EPRF|EPRF|N
Y|EPS|WisdomTree Earnings 500 Fund|P| |Y|100|N||EPS|EPS|N
Y|EPU|iShares MSCI All Peru Capped ETF|P| |Y|100|N||EPU|EPU|N
Y|EPV|ProShares UltraShort FTSE Europe ETF|P| |Y|100|N||EPV|EPV|N
Y|EPZM|Epizyme, Inc. - Common Stock|Q|Q|N|100|N|N||EPZM|N
Y|EQAL|PowerShares Russell 1000 Equal Weight POrtfolio|P| |Y|100|N||EQAL|EQAL|N
Y|EQBK|Equity Bancshares, Inc. - Class A Common Stock|Q|Q|N|100|N|N||EQBK|N
Y|EQC|Equity Commonwealth Common Shares of Beneficial Interest|N| |N|100|N||EQC|EQC|N
Y|EQC$D|Equity Commonwealth 6.50% Pfd Conv Shs Ser D|N| |N|100|N||EQCpD|EQC-D|N
Y|EQCO|Equity Commonwealth 5.75% Senior Notes due 2042|N| |N|100|N||EQCO|EQCO|N
Y|EQFN|Equitable Financial Corp. - Common Stock|Q|S|N|100|N|N||EQFN|N
Y|EQGP|EQT GP Holdings, LP Common Units representing limited partner interests|N| |N|100|N||EQGP|EQGP|N
Y|EQIX|Equinix, Inc. - Common Stock|Q|Q|N|100|N|N||EQIX|N
Y|EQL|ALPS Equal Sector Weight ETF|P| |Y|100|N||EQL|EQL|N
Y|EQLT|Workplace Equality Portfolio ETF|P| |Y|100|N||EQLT|EQLT|N
Y|EQM|EQT Midstream Partners, LP Common Units representing Limited Partner Interests|N| |N|100|N||EQM|EQM|N
Y|EQR|Equity Residential Common Shares of Beneficial Interest|N| |N|100|N||EQR|EQR|N
Y|EQS|Equus Total Return, Inc. Common Stock|N| |N|100|N||EQS|EQS|N
Y|EQT|EQT Corporation Common Stock|N| |N|100|N||EQT|EQT|N
Y|EQWL|PowerShares Russell Top 200 Equal Weight Portfolio|P| |Y|100|N||EQWL|EQWL|N
Y|EQWM|PowerShares Russell Midcap Equal Weight Portfolio|P| |Y|100|N||EQWM|EQWM|N
Y|EQWS|PowerShares Russell 2000 Equal Weight Portfolio|P| |Y|100|N||EQWS|EQWS|N
Y|ERA|Era Group, Inc. Common Stock|N| |N|100|N||ERA|ERA|N
Y|ERC|Wells Fargo Multi-Sector Income Fund Common Stock, no par value|A| |N|100|N||ERC|ERC|N
Y|ERF|Enerplus Corporation Common Stock|N| |N|100|N||ERF|ERF|N
Y|ERGF|iShares Edge MSCI Multifactor Energy ETF|Z| |Y|100|N||ERGF|ERGF|N
Y|ERH|Wells Fargo Utilities and High Income Fund|A| |N|100|N||ERH|ERH|N
Y|ERI|Eldorado Resorts, Inc. - Common Stock|Q|Q|N|100|N|N||ERI|N
Y|ERIC|Ericsson - ADS each representing 1 underlying Class B share|Q|Q|N|100|N|N||ERIC|N
Y|ERIE|Erie Indemnity Company - Class A Common Stock|Q|Q|N|100|N|N||ERIE|N
Y|ERII|Energy Recovery, Inc. - Common Stock|Q|Q|N|100|N|N||ERII|N
Y|ERJ|Embraer S.A. Common Stock|N| |N|100|N||ERJ|ERJ|N
Y|ERM|EquityCompass Risk Manager ETF|P| |Y|100|N||ERM|ERM|N
Y|ERN|Erin Energy Corp.|A| |N|100|N||ERN|ERN|N
Y|ERO|Barclays PLC iPath EUR/USD Exchange Rate ETN|P| |N|100|N||ERO|ERO|N
Y|EROS|Eros International PLC A Ordinary Shares|N| |N|100|N||EROS|EROS|N
Y|ERUS|iShares MSCI Russia Capped ETF New|P| |Y|100|N||ERUS|ERUS|N
Y|ERX|Direxion Energy Bull 3X Shares|P| |Y|100|N||ERX|ERX|N
Y|ERY|Direxion Daily Energy Bear 3X Shares|P| |Y|100|N||ERY|ERY|N
Y|ERYY|Direxion Daily Energy Bear 1X Shares|P| |Y|100|N||ERYY|ERYY|N
Y|ES|Eversource Energy (D/B/A) Common Stock|N| |N|100|N||ES|ES|N
Y|ESBA|Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests|P| |N|100|N||ESBA|ESBA|N
Y|ESBK|Elmira Savings Bank NY (The) - Common Stock|Q|S|N|100|N|N||ESBK|N
Y|ESCA|Escalade, Incorporated - Common Stock|Q|G|N|100|N|N||ESCA|N
Y|ESE|ESCO Technologies Inc. Common Stock|N| |N|100|N||ESE|ESE|N
Y|ESEA|Euroseas Ltd. - Common Stock|Q|S|N|100|N|N||ESEA|N
Y|ESES|Eco-Stim Energy Solutions, Inc. - Common Stock|Q|S|N|100|N|D||ESES|N
Y|ESG|FlexShares STOXX US ESG Impact Index Fund|Q|G|Y|100|N|N||ESG|N
Y|ESGD|iShares MSCI EAFE ESG Optimized ETF|Q|G|Y|100|N|N||ESGD|N
Y|ESGE|iShares MSCI EM ESG Optimized ETF|Q|G|Y|100|N|N||ESGE|N
Y|ESGF|Oppenheimer Revenue Weighted ETF Trust Oppenheimer Global ESG Revenue ETF|P| |Y|100|N||ESGF|ESGF|N
Y|ESGG|FlexShares STOXX Global ESG Impact Index Fund|Q|G|Y|100|N|N||ESGG|N
Y|ESGL|Oppenheimer Revenue Weighted ETF Trust Oppenheimer ESG Revenue ETF|P| |Y|100|N||ESGL|ESGL|N
Y|ESGN|Columbia Sustainable International Equity Income ETF|P| |Y|100|N||ESGN|ESGN|N
Y|ESGR|Enstar Group Limited - Ordinary Shares|Q|Q|N|100|N|N||ESGR|N
Y|ESGS|Columbia Sustainable U.S. Equity Income ETF|P| |Y|100|N||ESGS|ESGS|N
Y|ESGU|iShares MSCI USA ESG Optimized ETF|Q|G|Y|100|N|N||ESGU|N
Y|ESGW|Columbia Sustainable Global Equity Income ETF|P| |Y|100|N||ESGW|ESGW|N
Y|ESIO|Electro Scientific Industries, Inc. - Common Stock|Q|Q|N|100|N|N||ESIO|N
Y|ESL|Esterline Technologies Corporation Common Stock|N| |N|100|N||ESL|ESL|N
Y|ESLT|Elbit Systems Ltd. - Ordinary Shares|Q|Q|N|100|N|N||ESLT|N
